feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
seq36	Sample.type	cestode_body	-0.0045691192078855	0.00254224596473954	51	9	0.0817353783550589	0.152196911419765
seq32	Sample.type	cestode_body	-0.00830494318759426	0.00499987434140902	51	11	0.103364837120634	0.182853908861498
seq41	Sample.type	cestode_body	-0.00474967688587117	0.00287315765965769	51	6	0.104971688420489	0.182853908861498
seq19	Sample.type	cestode_wash	-0.000808806711972965	0.000510507123985888	51	9	0.119688007818901	0.201973513194395
seq25	Sample.type	cestode_body	-0.0151004785699842	0.00974055992711806	51	8	0.127785389498653	0.209103364634159
seq14	Sample.type	cestode_body	-0.0132723629353082	0.0119673928671634	51	16	0.273054004278016	0.433674006794496
seq14	Sample.type	cestode_wash	0.012782675705293	0.0119673928671634	51	16	0.29091956473132	0.448847328442608
seq73	Sample.type	cestode_wash	0.00034724377565239	0.00037886813856842	51	6	0.366245315281753	0.54936797292263
seq25	Sample.type	cestode_wash	-0.00742840818786658	0.00974055992711806	51	8	0.449496943156067	0.656022565687233
seq41	Sample.type	cestode_wash	-0.00193591147034424	0.00287315765965769	51	6	0.503743772949611	0.715846414191552
seq64	Sample.type	cestode_wash	0.000258625771791046	0.000473076919396464	51	12	0.588384825253939	0.811721257004868
seq73	Sample.type	cestode_body	-0.000199968901494384	0.00037886813856842	51	6	0.601275005188791	0.811721257004868
seq26	Sample.type	cestode_body	0.000975816078748258	0.00212321379679863	51	29	0.648914997460625	0.834319282449375
seq36	Sample.type	cestode_wash	-0.00118492571011892	0.00254224596473954	51	9	0.644305468963603	0.834319282449375
seq32	Sample.type	cestode_wash	-0.00146066166042848	0.00499987434140902	51	11	0.771465548980203	0.960543575406374
seq64	Sample.type	cestode_body	-0.000131599704387183	0.000473076919396464	51	12	0.782665135516304	0.960543575406374
seq5	Sample.type	cestode_body	0.0132576212222052	0.0668714338177186	51	22	0.843700322420877	0.994687327885199
seq9	Sample.type	cestode_wash	0.00457741306853568	0.0235830229538318	51	16	0.847326242272577	0.994687327885199
seq7	Sample.type	cestode_wash	0.00228402446370746	0.0258663756044363	51	30	0.930187822681013	1
seq10	Sample.type	cestode_wash	-0.00391252688314704	0.0312897860466351	51	9	0.901272823613666	1
seq15	Sample.type	cestode_body	0.00146733007447676	0.00923546238068474	51	6	0.874761937371812	1
seq18	Sample.type	cestode_wash	0.000287603751903878	0.00475368226395765	51	12	0.952132682289099	1
seq21	Sample.type	cestode_wash	3.26536183713281e-18	0.00470163351986275	51	8	0.999999999999999	1
seq23	Sample.type	cestode_wash	0.000255227167981865	0.00423213586361152	51	12	0.952286245786268	1
seq29	Sample.type	cestode_body	-1.68323012943973e-05	0.00203462542999143	51	22	0.993450598977988	1
seq40	Sample.type	cestode_wash	8.16340459283203e-19	0.0015531234524321	51	8	1	1
